-744.000000,-342.000000,526.000000
-759.000000,-339.000000,627.000000
-766.000000,-389.000000,723.000000
-817.000000,-460.000000,832.000000
-983.000000,-627.000000,946.000000
-1074.000000,-778.000000,1065.000000
-1172.000000,-1011.000000,1259.000000
-1332.000000,-1271.000000,1559.000000
-1566.000000,-1521.000000,1970.000000
-1886.000000,-1798.000000,2449.000000
-2301.000000,-2043.000000,2896.000000
-2765.000000,-2276.000000,3385.000000
-3281.000000,-2516.000000,3984.000000
-3774.000000,-2759.000000,4542.000000
-4189.000000,-3043.000000,5044.000000
-4713.000000,-3325.000000,5724.000000
-5452.000000,-3690.000000,6423.000000
-6390.000000,-4034.000000,7024.000000
-7383.000000,-4100.000000,7694.000000
-8384.000000,-3778.000000,8448.000000
-9309.000000,-3201.000000,9153.000000
-9941.000000,-2625.000000,9720.000000
-10295.000000,-2372.000000,10052.000000
-10555.000000,-2698.000000,10209.000000
-11103.000000,-3629.000000,10223.000000
-12194.000000,-4611.000000,10538.000000
-13174.000000,-5087.000000,11089.000000
-13569.000000,-4686.000000,11295.000000
-13207.000000,-3932.000000,10938.000000
-12204.000000,-2976.000000,10207.000000
-11091.000000,-2286.000000,9229.000000
-10150.000000,-1843.000000,8075.000000
-9192.000000,-1401.000000,6969.000000
-7945.000000,-792.000000,6082.000000
-6236.000000,-127.000000,5127.000000
-4732.000000,521.000000,4310.000000
-3527.000000,1038.000000,3535.000000
-2493.000000,1543.000000,2706.000000
-1662.000000,1940.000000,1923.000000
-942.000000,2196.000000,1199.000000
-306.000000,2362.000000,589.000000
157.000000,2568.000000,129.000000
615.000000,2824.000000,-247.000000
1047.000000,3090.000000,-664.000000
1314.000000,3265.000000,-1052.000000
1406.000000,3335.000000,-1288.000000
1329.000000,3303.000000,-1373.000000
1321.000000,3145.000000,-1416.000000
1337.000000,2897.000000,-1386.000000
1293.000000,2550.000000,-1196.000000
1242.000000,2284.000000,-997.000000
1154.000000,2040.000000,-862.000000
1057.000000,1879.000000,-744.000000
954.000000,1836.000000,-629.000000
813.000000,1836.000000,-576.000000
685.000000,1814.000000,-529.000000
645.000000,1708.000000,-451.000000
657.000000,1517.000000,-352.000000
606.000000,1348.000000,-165.000000
643.000000,1187.000000,-88.000000
659.000000,1146.000000,-116.000000
564.000000,1207.000000,-107.000000
414.000000,1315.000000,-106.000000
296.000000,1428.000000,-175.000000
231.000000,1537.000000,-315.000000
167.000000,1508.000000,-460.000000
134.000000,1349.000000,-626.000000
123.000000,1102.000000,-769.000000
27.000000,929.000000,-845.000000
-144.000000,892.000000,-871.000000
-333.000000,1009.000000,-879.000000
-541.000000,1218.000000,-934.000000
-720.000000,1417.000000,-1052.000000
-874.000000,1575.000000,-1269.000000
-983.000000,1613.000000,-1549.000000
-1034.000000,1505.000000,-1848.000000
-1101.000000,1343.000000,-2148.000000
-1234.000000,1228.000000,-2434.000000
-1385.000000,1108.000000,-2691.000000
-1535.000000,951.000000,-2944.000000
-1681.000000,787.000000,-3193.000000
-1819.000000,773.000000,-3500.000000
-2053.000000,873.000000,-3890.000000
-2300.000000,987.000000,-4244.000000
-2646.000000,1081.000000,-4622.000000
-2946.000000,1142.000000,-5069.000000
-3060.000000,1220.000000,-5491.000000
-3232.000000,1224.000000,-5839.000000
-3529.000000,1212.000000,-6169.000000
-3709.000000,1333.000000,-6494.000000
-3744.000000,1589.000000,-6847.000000
-3791.000000,1841.000000,-7173.000000
-3766.000000,2080.000000,-7387.000000
-3696.000000,2225.000000,-7537.000000
-3530.000000,2306.000000,-7589.000000
-3310.000000,2382.000000,-7508.000000
-3075.000000,2435.000000,-7296.000000
-2785.000000,2593.000000,-6955.000000
-2422.000000,2808.000000,-6578.000000
-2199.000000,2871.000000,-6016.000000
-2093.000000,2727.000000,-5510.000000
-1973.000000,2452.000000,-5127.000000
-1769.000000,2211.000000,-4734.000000
-1546.000000,2030.000000,-4238.000000
-1438.000000,1821.000000,-3762.000000
-1504.000000,1627.000000,-3355.000000
-1542.000000,1644.000000,-2953.000000
-1440.000000,1822.000000,-2534.000000
-1356.000000,1867.000000,-2108.000000
-1325.000000,1749.000000,-1682.000000
-1276.000000,1555.000000,-1243.000000
-1132.000000,1338.000000,-815.000000
-875.000000,1128.000000,-464.000000
-660.000000,1032.000000,-184.000000
-465.000000,1060.000000,-2.000000
-357.000000,1117.000000,90.000000
-348.000000,1125.000000,166.000000
-300.000000,1107.000000,241.000000
-169.000000,1071.000000,308.000000
16.000000,1010.000000,381.000000
160.000000,898.000000,399.000000
185.000000,805.000000,391.000000
245.000000,788.000000,393.000000
347.000000,808.000000,397.000000
423.000000,795.000000,387.000000
471.000000,752.000000,336.000000
489.000000,709.000000,255.000000
512.000000,719.000000,176.000000
564.000000,758.000000,127.000000
607.000000,737.000000,119.000000
571.000000,633.000000,157.000000
472.000000,541.000000,215.000000
442.000000,528.000000,247.000000
504.000000,570.000000,257.000000
486.000000,634.000000,266.000000
372.000000,718.000000,282.000000
239.000000,786.000000,306.000000
115.000000,824.000000,314.000000
-19.000000,811.000000,323.000000
-132.000000,714.000000,367.000000
-128.000000,585.000000,426.000000
-30.000000,471.000000,468.000000
7.000000,399.000000,479.000000
-22.000000,417.000000,482.000000
-95.000000,462.000000,484.000000
-237.000000,518.000000,477.000000
-336.000000,590.000000,491.000000
-321.000000,645.000000,516.000000
-253.000000,661.000000,535.000000
-147.000000,604.000000,528.000000
-52.000000,474.000000,457.000000
27.000000,344.000000,346.000000
77.000000,287.000000,241.000000
100.000000,312.000000,187.000000
78.000000,336.000000,192.000000
65.000000,342.000000,232.000000
85.000000,365.000000,265.000000
100.000000,380.000000,259.000000
94.000000,328.000000,216.000000
44.000000,215.000000,154.000000
-13.000000,139.000000,102.000000
-12.000000,142.000000,83.000000
-35.000000,187.000000,68.000000
-80.000000,217.000000,89.000000
-110.000000,227.000000,131.000000
-117.000000,227.000000,156.000000
-106.000000,246.000000,150.000000
-89.000000,236.000000,147.000000
-99.000000,199.000000,121.000000
-108.000000,165.000000,64.000000
-112.000000,140.000000,31.000000
-88.000000,155.000000,34.000000
-80.000000,214.000000,70.000000
-91.000000,278.000000,128.000000
-104.000000,316.000000,194.000000
-76.000000,315.000000,223.000000
-37.000000,298.000000,192.000000
-15.000000,266.000000,121.000000
15.000000,248.000000,48.000000
46.000000,228.000000,-7.000000
54.000000,214.000000,-30.000000
77.000000,222.000000,-7.000000
71.000000,256.000000,42.000000
22.000000,343.000000,85.000000
-8.000000,409.000000,113.000000
-36.000000,405.000000,101.000000
-56.000000,340.000000,58.000000
-12.000000,295.000000,15.000000
46.000000,277.000000,-30.000000
53.000000,249.000000,-61.000000
38.000000,213.000000,-62.000000
16.000000,182.000000,-44.000000
-9.000000,180.000000,-17.000000
-17.000000,200.000000,13.000000
-10.000000,240.000000,34.000000
-3.000000,280.000000,38.000000
2.000000,311.000000,16.000000
17.000000,301.000000,-13.000000
49.000000,256.000000,-26.000000
73.000000,202.000000,-21.000000
