429.000000,-1694.000000,87.000000
543.000000,-1958.000000,-70.000000
746.000000,-1868.000000,-472.000000
919.000000,-1692.000000,-1010.000000
1169.000000,-1663.000000,-1509.000000
1685.000000,-1350.000000,-1911.000000
2168.000000,-841.000000,-2145.000000
2427.000000,-486.000000,-2118.000000
2458.000000,-336.000000,-1941.000000
2272.000000,-293.000000,-1697.000000
1890.000000,-482.000000,-1498.000000
1354.000000,-828.000000,-1381.000000
724.000000,-1329.000000,-1353.000000
233.000000,-1522.000000,-1351.000000
139.000000,-1154.000000,-1378.000000
350.000000,-658.000000,-1398.000000
657.000000,-152.000000,-1327.000000
880.000000,467.000000,-1065.000000
1025.000000,948.000000,-537.000000
1076.000000,1171.000000,237.000000
961.000000,1696.000000,986.000000
380.000000,2345.000000,1593.000000
-1836.000000,3001.000000,2035.000000
-4099.000000,2601.000000,2310.000000
-6189.000000,2139.000000,2756.000000
-7711.000000,1709.000000,4324.000000
-8434.000000,1108.000000,6182.000000
-9307.000000,663.000000,8226.000000
-10347.000000,369.000000,9958.000000
-11222.000000,-168.000000,11178.000000
-11818.000000,-1431.000000,12174.000000
-11989.000000,-3227.000000,13148.000000
-11851.000000,-5599.000000,14470.000000
-11550.000000,-7547.000000,15678.000000
-11037.000000,-9080.000000,17069.000000
-10047.000000,-9712.000000,18129.000000
-8658.000000,-9541.000000,18649.000000
-7252.000000,-7862.000000,17952.000000
-5596.000000,-5703.000000,16555.000000
-4235.000000,-3684.000000,14534.000000
-3362.000000,-2240.000000,12286.000000
-2861.000000,-1502.000000,10261.000000
-2354.000000,-1333.000000,8582.000000
-1721.000000,-1586.000000,7167.000000
-872.000000,-1466.000000,5902.000000
93.000000,-948.000000,4796.000000
900.000000,-566.000000,3842.000000
1202.000000,-605.000000,2993.000000
1038.000000,-904.000000,2128.000000
703.000000,-1315.000000,1212.000000
611.000000,-1573.000000,319.000000
867.000000,-1579.000000,-475.000000
1162.000000,-1433.000000,-1119.000000
1280.000000,-1193.000000,-1542.000000
1193.000000,-804.000000,-1780.000000
898.000000,-265.000000,-1838.000000
463.000000,301.000000,-1787.000000
15.000000,752.000000,-1611.000000
-340.000000,963.000000,-1369.000000
-647.000000,955.000000,-1153.000000
-979.000000,801.000000,-1078.000000
-1309.000000,627.000000,-1179.000000
-1542.000000,619.000000,-1424.000000
-1589.000000,742.000000,-1718.000000
-1538.000000,818.000000,-1994.000000
-1539.000000,776.000000,-2223.000000
-1698.000000,554.000000,-2438.000000
-2029.000000,243.000000,-2679.000000
-2295.000000,38.000000,-2949.000000
-2505.000000,-72.000000,-3263.000000
-2807.000000,-118.000000,-3650.000000
-3155.000000,-72.000000,-4093.000000
-3490.000000,-7.000000,-4503.000000
-3839.000000,-31.000000,-4905.000000
-4189.000000,-10.000000,-5343.000000
-4567.000000,47.000000,-5815.000000
-4977.000000,91.000000,-6322.000000
-5627.000000,142.000000,-6865.000000
-6364.000000,195.000000,-7425.000000
-6779.000000,207.000000,-7887.000000
-6950.000000,120.000000,-8249.000000
-7219.000000,-100.000000,-8480.000000
-8111.000000,-519.000000,-8805.000000
-9483.000000,-910.000000,-9224.000000
-10321.000000,-1119.000000,-9657.000000
-10691.000000,-1187.000000,-10208.000000
-10980.000000,-1416.000000,-10818.000000
-11140.000000,-1436.000000,-11070.000000
-10909.000000,-1049.000000,-10770.000000
-10378.000000,-645.000000,-9807.000000
-9541.000000,-298.000000,-8275.000000
-8511.000000,71.000000,-6482.000000
-7500.000000,200.000000,-4915.000000
-6567.000000,133.000000,-3808.000000
-5827.000000,-115.000000,-3083.000000
-5444.000000,-531.000000,-2674.000000
-4983.000000,-682.000000,-2511.000000
-4354.000000,-473.000000,-2435.000000
-3579.000000,-139.000000,-2496.000000
-2784.000000,114.000000,-2523.000000
-2068.000000,65.000000,-2358.000000
-1486.000000,-294.000000,-2103.000000
-1042.000000,-602.000000,-1856.000000
-641.000000,-560.000000,-1576.000000
-225.000000,-242.000000,-1243.000000
160.000000,173.000000,-899.000000
413.000000,493.000000,-592.000000
697.000000,703.000000,-362.000000
1062.000000,849.000000,-339.000000
1413.000000,940.000000,-479.000000
1752.000000,1023.000000,-573.000000
2029.000000,981.000000,-522.000000
2150.000000,792.000000,-377.000000
2118.000000,368.000000,-276.000000
2210.000000,77.000000,-301.000000
2480.000000,168.000000,-393.000000
2844.000000,499.000000,-478.000000
3241.000000,834.000000,-527.000000
